user_id,signup_date,email_domain,email_type,first_api_call_date,total_credit_spend_usd,days_active,primary_product,products_used,integration_method,purchased,purchase_date,became_sql,sql_date,monthly_usage_pattern
usr_00068,2026-01-12,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00069,2025-11-13,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00070,2025-10-06,buildco.dev,business,,0.0,0,,,none,False,,False,,[]
usr_00071,2025-12-14,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00072,2025-12-17,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00073,2026-01-26,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00074,2025-12-09,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00075,2026-01-18,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00076,2026-01-03,startupxyz.com,business,,0.0,0,,,none,False,,False,,[]
usr_00077,2025-12-29,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00078,2026-01-30,gmail.com,personal,2026-01-30,59.09,12,stt,stt,sdk,False,,False,,[59.09]
usr_00079,2025-12-17,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00080,2025-09-14,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00081,2026-02-14,acme.com,business,,0.0,0,,,none,False,,False,,[]
usr_00082,2025-10-10,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00083,2025-10-26,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00084,2026-02-03,icloud.com,personal,2026-02-07,157.58,19,stt,"stt,voice_agent",direct_api,True,2026-02-07,False,,[157.58]
usr_00085,2026-01-23,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00086,2025-09-18,hotmail.com,personal,2025-09-18,4.9,3,audio_intelligence,audio_intelligence,direct_api,False,,False,,"[2.42, 1.45, 0.32, 0.37, 0.34]"
usr_00087,2026-01-30,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00088,2025-11-11,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00089,2026-02-19,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00090,2026-01-03,speechlab.com,business,,0.0,0,,,none,False,,False,,[]
usr_00091,2025-11-10,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00092,2025-12-14,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00093,2026-01-04,gmail.com,personal,2026-01-04,3.76,3,stt,stt,direct_api,False,,False,,[3.76]
usr_00094,2026-02-27,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00095,2025-10-20,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00096,2025-10-18,voicefirst.ai,business,,0.0,0,,,none,False,,False,,[]
usr_00097,2026-01-13,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00098,2025-12-02,acme.com,business,,0.0,0,,,none,False,,False,,[]
usr_00099,2025-09-14,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00100,2026-01-04,acme.com,business,,0.0,0,,,none,False,,False,,[]
usr_00101,2025-10-18,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00102,2025-09-17,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00103,2025-10-09,insuretech.co,business,,0.0,0,,,none,False,,False,,[]
usr_00104,2026-01-21,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00105,2026-01-12,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00106,2025-12-19,protonmail.com,personal,2025-12-20,3.38,1,stt,"stt,tts",sdk,True,2026-01-26,False,,"[0.78, 2.6]"
usr_00107,2025-09-19,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00108,2026-02-17,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00109,2026-02-13,edtech.edu,business,,0.0,0,,,none,False,,False,,[]
usr_00110,2025-11-18,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00111,2025-10-02,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00112,2026-01-07,outlook.com,personal,2026-01-07,0.33,1,stt,stt,console_only,False,,False,,[0.33]
usr_00113,2026-01-26,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00114,2025-11-08,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00115,2026-02-14,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00116,2026-02-10,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00117,2025-11-22,aol.com,personal,2025-11-22,6.96,4,tts,tts,direct_api,False,,False,,"[2.27, 1.54, 3.15]"
usr_00118,2025-09-01,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00119,2026-01-11,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00120,2025-09-14,bankone.com,business,2025-09-14,181.52,22,tts,tts,sdk,False,,False,,"[65.93, 33.51, 44.04, 9.33, 28.71]"
usr_00121,2025-11-14,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00122,2025-12-30,protonmail.com,personal,2025-12-30,7.72,2,tts,tts,console_only,False,,False,,"[2.83, 4.89]"
usr_00123,2025-09-01,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00124,2026-02-16,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00125,2025-11-25,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00126,2025-10-19,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00127,2025-12-15,voicefirst.ai,business,,0.0,0,,,none,False,,False,,[]
usr_00128,2026-02-17,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00129,2025-09-10,insuretech.co,business,,0.0,0,,,none,False,,False,,[]
usr_00130,2025-09-26,outlook.com,personal,2025-09-26,98.5,6,stt,stt,direct_api,False,,False,,"[33.04, 31.23, 15.74, 10.0, 8.49]"
usr_00131,2025-11-21,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00132,2026-02-06,saasplatform.com,business,,0.0,0,,,none,False,,False,,[]
usr_00133,2025-09-24,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00134,2025-09-26,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00135,2025-11-23,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00136,2025-11-02,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00137,2025-10-15,smartassist.ai,business,,0.0,0,,,none,False,,False,,[]
usr_00138,2026-01-28,cloudops.com,business,,0.0,0,,,none,False,,False,,[]
usr_00139,2025-12-29,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00140,2025-11-28,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00141,2025-11-04,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00142,2026-01-02,buildco.dev,business,,0.0,0,,,none,False,,False,,[]
usr_00143,2025-11-15,audioproc.io,business,,0.0,0,,,none,False,,False,,[]
usr_00144,2026-02-23,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00145,2025-11-13,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00146,2026-02-10,edtech.edu,business,,0.0,0,,,none,False,,False,,[]
usr_00147,2025-10-06,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00148,2025-12-22,enterprise.co,business,,0.0,0,,,none,False,,False,,[]
usr_00149,2025-12-16,healthtech.org,business,,0.0,0,,,none,False,,False,,[]
usr_00150,2026-01-07,aol.com,personal,2026-02-09,23.55,3,stt,stt,sdk,False,,False,,[23.55]
usr_00151,2026-02-20,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00152,2025-12-11,bankone.com,business,2025-12-11,20.49,12,tts,tts,sdk,False,,False,,"[4.3, 16.19]"
usr_00153,2025-10-27,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00154,2025-11-17,gmail.com,personal,2025-11-19,0.24,1,stt,stt,console_only,False,,False,,"[0.08, 0.09, 0.07]"
usr_00155,2026-01-29,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00156,2026-01-04,hotmail.com,personal,2026-01-04,0.95,1,tts,tts,direct_api,False,,False,,[0.95]
usr_00157,2025-12-11,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00158,2025-09-24,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00159,2025-09-13,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00160,2025-10-23,callbot.co,business,,0.0,0,,,none,False,,False,,[]
usr_00161,2025-10-30,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00162,2025-11-10,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00163,2025-10-15,smartassist.ai,business,2025-10-15,19.52,4,stt,stt,sdk,False,,False,,"[7.19, 3.03, 2.1, 7.2]"
usr_00164,2025-12-25,protonmail.com,personal,2026-01-05,1.28,4,tts,tts,sdk,False,,False,,"[0.62, 0.66]"
usr_00165,2025-10-08,edtech.edu,business,,0.0,0,,,none,False,,False,,[]
usr_00166,2025-12-07,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00167,2025-12-20,analyticshub.io,business,2025-12-27,0.89,1,tts,tts,direct_api,False,,False,,"[0.29, 0.6]"
usr_00168,2026-02-23,gmail.com,personal,2026-02-23,0.75,1,stt,stt,console_only,False,,False,,[0.75]
usr_00169,2026-01-22,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00170,2025-12-18,icloud.com,personal,2025-12-18,0.11,1,stt,stt,console_only,False,,False,,"[0.04, 0.07]"
usr_00171,2026-01-21,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00172,2025-12-19,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00173,2026-02-12,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00174,2025-11-08,edtech.edu,business,,0.0,0,,,none,False,,False,,[]
usr_00175,2025-09-02,healthtech.org,business,,0.0,0,,,none,False,,False,,[]
usr_00176,2026-02-10,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00177,2025-12-17,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00178,2026-01-24,gmail.com,personal,2026-01-25,0.67,1,stt,stt,console_only,False,,False,,[0.67]
usr_00179,2025-09-30,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00180,2026-01-03,hotmail.com,personal,2026-01-03,1.07,3,audio_intelligence,audio_intelligence,sdk,False,,False,,[1.07]
usr_00181,2025-10-04,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00182,2026-02-19,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00183,2025-12-21,nlpworks.com,business,2025-12-21,0.41,1,stt,stt,console_only,False,,False,,"[0.24, 0.17]"
usr_00184,2025-12-27,hotmail.com,personal,2025-12-30,0.09,1,voice_agent,voice_agent,direct_api,False,,False,,"[0.04, 0.05]"
usr_00185,2025-11-29,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00186,2025-09-27,retailbrand.com,business,2025-09-27,13.01,12,stt,stt,direct_api,False,,False,,"[6.56, 2.45, 2.28, 0.73, 0.99]"
usr_00187,2026-02-08,outlook.com,personal,2026-02-08,0.28,1,stt,stt,console_only,False,,False,,[0.28]
usr_00188,2025-09-15,hotmail.com,personal,2025-09-27,0.58,1,voice_agent,voice_agent,direct_api,False,,False,,"[0.16, 0.19, 0.09, 0.08, 0.06]"
usr_00189,2025-11-27,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00190,2025-11-03,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00191,2025-12-03,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00192,2026-02-21,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00193,2025-11-24,devtools.dev,business,,0.0,0,,,none,False,,False,,[]
usr_00194,2026-02-02,hotmail.com,personal,2026-02-16,4.53,1,stt,stt,direct_api,False,,False,,[4.53]
usr_00195,2026-02-19,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00196,2025-09-24,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00197,2025-11-19,retailbrand.com,business,,0.0,0,,,none,False,,False,,[]
usr_00198,2025-10-06,govcloud.gov,business,,0.0,0,,,none,False,,False,,[]
usr_00199,2026-01-13,startupxyz.com,business,,0.0,0,,,none,False,,False,,[]
usr_00200,2025-10-10,audioproc.io,business,,0.0,0,,,none,False,,False,,[]
usr_00201,2025-12-22,enterprise.co,business,,0.0,0,,,none,False,,False,,[]
usr_00202,2025-11-12,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00203,2025-11-19,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00204,2025-12-04,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00205,2025-11-12,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00206,2025-10-22,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00207,2026-01-02,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00208,2026-01-11,hotmail.com,personal,2026-01-11,0.52,1,tts,tts,sdk,False,,False,,[0.52]
usr_00209,2025-12-16,telcopartner.net,business,,0.0,0,,,none,False,,False,,[]
usr_00210,2025-10-28,nlpworks.com,business,2025-10-29,0.29,1,tts,tts,direct_api,False,,False,,"[0.06, 0.05, 0.05, 0.13]"
usr_00211,2026-02-03,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00212,2025-10-02,dataflow.io,business,,0.0,0,,,none,False,,False,,[]
usr_00213,2026-01-06,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00214,2025-10-07,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00215,2025-12-16,devtools.dev,business,2025-12-19,8.08,1,stt,stt,direct_api,False,,False,,"[3.67, 4.41]"
usr_00216,2025-09-05,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00217,2026-02-08,insuretech.co,business,,0.0,0,,,none,False,,False,,[]
usr_00218,2026-01-18,icloud.com,personal,2026-01-21,2.64,2,stt,stt,console_only,False,,False,,[2.64]
usr_00219,2025-09-12,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00220,2025-12-11,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00221,2026-02-13,enterprise.co,business,,0.0,0,,,none,False,,False,,[]
usr_00222,2025-11-09,enterprise.co,business,,0.0,0,,,none,False,,False,,[]
usr_00223,2025-12-08,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00224,2026-01-11,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00225,2026-02-02,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00226,2025-09-21,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00227,2025-12-19,cloudops.com,business,,0.0,0,,,none,False,,False,,[]
usr_00228,2025-11-30,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00229,2025-09-15,saasplatform.com,business,,0.0,0,,,none,False,,False,,[]
usr_00230,2025-10-11,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00231,2025-12-22,voiceapp.ai,business,,0.0,0,,,none,False,,False,,[]
usr_00232,2026-01-24,healthtech.org,business,,0.0,0,,,none,False,,False,,[]
usr_00233,2025-09-20,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00234,2025-11-11,gmail.com,personal,2025-11-11,9.22,1,stt,stt,sdk,False,,False,,"[3.49, 3.43, 2.3]"
usr_00235,2026-01-04,healthtech.org,business,,0.0,0,,,none,False,,False,,[]
usr_00236,2025-12-23,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00237,2025-11-21,icloud.com,personal,2025-11-21,92.57,24,stt,stt,sdk,False,,False,,"[26.82, 39.06, 26.69]"
usr_00238,2025-12-02,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00239,2025-10-04,gmail.com,personal,2025-10-04,29.15,8,voice_agent,voice_agent,direct_api,False,,False,,"[13.32, 6.02, 4.63, 5.18]"
usr_00240,2026-02-11,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00241,2025-09-15,protonmail.com,personal,2025-09-15,0.71,1,stt,stt,sdk,False,,False,,"[0.38, 0.1, 0.1, 0.05, 0.08]"
usr_00242,2026-01-15,saasplatform.com,business,2026-01-18,9.12,1,tts,tts,sdk,False,,False,,[9.12]
usr_00243,2026-02-14,insuretech.co,business,,0.0,0,,,none,False,,False,,[]
usr_00244,2026-02-08,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00245,2026-02-23,outlook.com,personal,2026-02-23,0.49,1,stt,stt,direct_api,False,,False,,[0.49]
usr_00246,2025-11-28,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00247,2025-09-28,outlook.com,personal,2025-09-28,0.06,1,voice_agent,voice_agent,sdk,False,,False,,"[0.03, 0.02, 0.0, 0.0, 0.01]"
usr_00248,2025-12-29,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00249,2025-12-10,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00250,2025-09-13,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00251,2025-12-30,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00252,2025-11-07,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00253,2025-09-14,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00254,2025-12-08,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00255,2026-02-07,gmail.com,personal,2026-02-07,0.99,1,tts,tts,console_only,False,,False,,[0.99]
usr_00256,2025-09-11,healthtech.org,business,,0.0,0,,,none,False,,False,,[]
usr_00257,2025-10-09,protonmail.com,personal,2025-10-11,310.9,26,tts,"stt,tts",sdk,True,2025-10-09,False,,"[123.1, 79.85, 42.1, 65.85]"
usr_00258,2026-02-24,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00259,2026-01-27,icloud.com,personal,2026-01-27,7.49,4,stt,stt,console_only,False,,False,,[7.49]
usr_00260,2025-09-05,outlook.com,personal,2025-09-08,187.28,10,tts,tts,sdk,False,,False,,"[112.23, 29.37, 16.02, 17.28, 12.38]"
usr_00261,2026-02-21,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00262,2025-11-07,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00263,2025-11-16,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00264,2026-02-24,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00265,2025-11-10,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00266,2025-12-11,aol.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00267,2025-11-13,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00268,2025-11-05,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00269,2026-01-22,yahoo.com,personal,2026-01-23,5.78,2,stt,stt,direct_api,False,,False,,[5.78]
usr_00270,2025-10-06,bankone.com,business,,0.0,0,,,none,False,,False,,[]
usr_00271,2025-12-31,yahoo.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00272,2025-11-13,aol.com,personal,2025-11-16,51.86,9,stt,stt,direct_api,False,,False,,"[29.75, 4.74, 17.37]"
usr_00273,2025-11-14,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00274,2025-11-25,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00275,2025-10-05,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00276,2025-11-24,cloudops.com,business,,0.0,0,,,none,False,,False,,[]
usr_00277,2025-11-26,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00278,2026-02-04,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00279,2025-09-23,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00280,2025-11-22,gmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00281,2025-11-08,hotmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00282,2025-11-06,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00283,2025-12-29,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00284,2026-02-28,icloud.com,personal,2026-03-01,0.96,1,stt,stt,console_only,False,,False,,[0.96]
usr_00285,2026-02-27,outlook.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00286,2025-10-26,icloud.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00287,2025-09-21,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
usr_00288,2026-01-23,audioproc.io,business,,0.0,0,,,none,False,,False,,[]
usr_00289,2025-10-09,smartassist.ai,business,,0.0,0,,,none,False,,False,,[]
usr_00290,2026-01-28,protonmail.com,personal,,0.0,0,,,none,False,,False,,[]
